numeroMsgsEntreAeB=16 primeiraPalavraA=pior ultimaPalavraA=dificil primeiraPalavraB=hum ultimaPalavraB=ali mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=me ultimaPalavraA=ofend primeiraPalavraB=hum ultimaPalavraB=ali mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=yeshu ultimaPalavraA=foc primeiraPalavraB=hum ultimaPalavraB=ali mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=dev ultimaPalavraA=carat primeiraPalavraB=hum ultimaPalavraB=ali mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=yeshu ultimaPalavraA=carat primeiraPalavraB=hum ultimaPalavraB=ali mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=21 primeiraPalavraA=volt ultimaPalavraA=add primeiraPalavraB=hum ultimaPalavraB=ali mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=só ultimaPalavraA=algu primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=tenh ultimaPalavraA=isonom primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=4 primeiraPalavraA=rsrs ultimaPalavraA=ver primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=dev ultimaPalavraA=desconfort primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=yeshu ultimaPalavraA=gost primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=peg ultimaPalavraA=cabec primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=isonom ultimaPalavraA=signific primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=só ultimaPalavraA=isonom primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=é ultimaPalavraA=argument primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=relevanc ultimaPalavraA=comentari primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=eu ultimaPalavraA=merc primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=mud ultimaPalavraA=mund primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=é ultimaPalavraA=diss primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=mund ultimaPalavraA=vid primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=parec ultimaPalavraA=rs primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=pior ultimaPalavraA=dificil primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=me ultimaPalavraA=ofend primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=yeshu ultimaPalavraA=foc primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=dev ultimaPalavraA=carat primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=21 primeiraPalavraA=yeshu ultimaPalavraA=carat primeiraPalavraB=é ultimaPalavraB=foc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=lip ultimaPalavraA=foc primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=só ultimaPalavraA=algu primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=tenh ultimaPalavraA=isonom primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=rsrs ultimaPalavraA=ver primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=dev ultimaPalavraA=desconfort primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=yeshu ultimaPalavraA=gost primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=peg ultimaPalavraA=cabec primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=isonom ultimaPalavraA=signific primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=só ultimaPalavraA=isonom primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=é ultimaPalavraA=argument primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=relevanc ultimaPalavraA=comentari primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=eu ultimaPalavraA=merc primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=mud ultimaPalavraA=mund primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=é ultimaPalavraA=diss primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=mund ultimaPalavraA=vid primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=parec ultimaPalavraA=rs primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=pior ultimaPalavraA=dificil primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=me ultimaPalavraA=ofend primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=yeshu ultimaPalavraA=foc primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=21 primeiraPalavraA=dev ultimaPalavraA=carat primeiraPalavraB=vou ultimaPalavraB=almoc mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=hum ultimaPalavraA=ali primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=lip ultimaPalavraA=foc primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=4 primeiraPalavraA=só ultimaPalavraA=algu primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=tenh ultimaPalavraA=isonom primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=rsrs ultimaPalavraA=ver primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=dev ultimaPalavraA=desconfort primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=yeshu ultimaPalavraA=gost primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=peg ultimaPalavraA=cabec primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=isonom ultimaPalavraA=signific primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=só ultimaPalavraA=isonom primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=é ultimaPalavraA=argument primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=relevanc ultimaPalavraA=comentari primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=eu ultimaPalavraA=merc primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=mud ultimaPalavraA=mund primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=é ultimaPalavraA=diss primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=mund ultimaPalavraA=vid primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=parec ultimaPalavraA=rs primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=pior ultimaPalavraA=dificil primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=me ultimaPalavraA=ofend primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=21 primeiraPalavraA=yeshu ultimaPalavraA=foc primeiraPalavraB=foc ultimaPalavraB=cas mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=é ultimaPalavraA=foc primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=hum ultimaPalavraA=ali primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=lip ultimaPalavraA=foc primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=5 primeiraPalavraA=só ultimaPalavraA=algu primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=tenh ultimaPalavraA=isonom primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=rsrs ultimaPalavraA=ver primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=dev ultimaPalavraA=desconfort primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=yeshu ultimaPalavraA=gost primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=peg ultimaPalavraA=cabec primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=isonom ultimaPalavraA=signific primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=só ultimaPalavraA=isonom primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=é ultimaPalavraA=argument primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=relevanc ultimaPalavraA=comentari primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=eu ultimaPalavraA=merc primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=mud ultimaPalavraA=mund primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=é ultimaPalavraA=diss primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=mund ultimaPalavraA=vid primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=parec ultimaPalavraA=rs primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=pior ultimaPalavraA=dificil primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=21 primeiraPalavraA=me ultimaPalavraA=ofend primeiraPalavraB=foc ultimaPalavraB=seminari mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=vou ultimaPalavraA=almoc primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=é ultimaPalavraA=foc primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=hum ultimaPalavraA=ali primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=lip ultimaPalavraA=foc primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=só ultimaPalavraA=algu primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=tenh ultimaPalavraA=isonom primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=rsrs ultimaPalavraA=ver primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=dev ultimaPalavraA=desconfort primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=yeshu ultimaPalavraA=gost primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=peg ultimaPalavraA=cabec primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=isonom ultimaPalavraA=signific primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=só ultimaPalavraA=isonom primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=é ultimaPalavraA=argument primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=relevanc ultimaPalavraA=comentari primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=eu ultimaPalavraA=merc primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=mud ultimaPalavraA=mund primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=é ultimaPalavraA=diss primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=mund ultimaPalavraA=vid primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=parec ultimaPalavraA=rs primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=21 primeiraPalavraA=pior ultimaPalavraA=dificil primeiraPalavraB=é ultimaPalavraB=enorm mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=foc ultimaPalavraA=cas primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=vou ultimaPalavraA=almoc primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=é ultimaPalavraA=foc primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=hum ultimaPalavraA=ali primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=lip ultimaPalavraA=foc primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=só ultimaPalavraA=algu primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=tenh ultimaPalavraA=isonom primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=rsrs ultimaPalavraA=ver primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=dev ultimaPalavraA=desconfort primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=11 primeiraPalavraA=yeshu ultimaPalavraA=gost primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=peg ultimaPalavraA=cabec primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=isonom ultimaPalavraA=signific primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=só ultimaPalavraA=isonom primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=é ultimaPalavraA=argument primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=relevanc ultimaPalavraA=comentari primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=eu ultimaPalavraA=merc primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=mud ultimaPalavraA=mund primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=19 primeiraPalavraA=é ultimaPalavraA=diss primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=20 primeiraPalavraA=mund ultimaPalavraA=vid primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=21 primeiraPalavraA=parec ultimaPalavraA=rs primeiraPalavraB=recom ultimaPalavraB=isonom mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=foc ultimaPalavraA=seminari primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=3 primeiraPalavraA=foc ultimaPalavraA=cas primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=vou ultimaPalavraA=almoc primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=é ultimaPalavraA=foc primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=hum ultimaPalavraA=ali primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=lip ultimaPalavraA=foc primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=só ultimaPalavraA=algu primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=tenh ultimaPalavraA=isonom primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=rsrs ultimaPalavraA=ver primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=dev ultimaPalavraA=desconfort primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=yeshu ultimaPalavraA=gost primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=peg ultimaPalavraA=cabec primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=isonom ultimaPalavraA=signific primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=só ultimaPalavraA=isonom primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=é ultimaPalavraA=argument primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=relevanc ultimaPalavraA=comentari primeiraPalavraB=acertadissim ultimaPalavraB=rg mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
